ZZ;FRANCAIS DE L'ETRANGER;Amérique latine;73912;52648;363;1058;1180;8367;2104;152;74;88;1591;219;6068
ZZ;FRANCAIS DE L'ETRANGER;Europe du Nord;88133;59723;269;1948;927;9443;2117;204;61;88;3904;365;9084
ZZ;FRANCAIS DE L'ETRANGER;Benelux;95182;46980;432;2915;3270;16690;4679;370;166;218;6639;679;12144
ZZ;FRANCAIS DE L'ETRANGER;Péninsule ibérique et Monaco;80761;53215;305;1462;2028;10651;2979;253;93;113;2269;324;7069
ZZ;FRANCAIS DE L'ETRANGER;Suisse;79508;29458;514;2441;3982;20335;4187;488;155;200;7168;880;9700
ZZ;FRANCAIS DE L'ETRANGER;Europe centrale;89643;54981;318;3473;1446;10363;2592;248;97;138;4911;431;10645
ZZ;FRANCAIS DE L'ETRANGER;Europe du Sud, Turquie, Israël;109763;84466;292;1011;1321;12256;1926;203;112;92;1722;315;6047
ZZ;FRANCAIS DE L'ETRANGER;Afrique Nord-Ouest;98997;59887;321;1010;1395;12307;4378;209;78;87;2615;269;16441
ZZ;FRANCAIS DE L'ETRANGER;Afrique Centre, Sud et Est;89859;46782;566;1320;3254;17882;2484;206;101;147;3779;441;12897
ZZ;FRANCAIS DE L'ETRANGER;Europe de l'est, Asie, Océanie;80061;42911;488;2078;2194;15252;2328;189;106;115;4695;431;9274
